,text,label
24616,"['Red', 'tape', 'cut', 'wine', 'imports', 'save', 'British', 'wine', 'lovers', '£', '130m', 'year', 'https://t.co/Ct8CVnlaNU', '#Politics', 'https://t.co/eQQT8822Zi', '#Red', '#tape', '#cut', '#for', '#wine', '#imports', '#to', '#save', '#British', '#wine', '#lovers', '#', '£', '130m', '#', '#year', '#', '444']",0
24623,"['Biden', 'visit', 'intelligence', 'community', 'investigation', 'COVID', '-', '19', 'origin', 'continues', 'https://t.co/gqgfVHTSPm', '-', '@politic_talks', '#Politics', '#Political']",0
24626,"['Nova', 'Scotians', 'vote', 'Tuesday', 'provincial', 'election', 'believed', 'tighter', 'expected', '#News', '#Politics', '#Covid_19Pandemic', '#LiberalsNs', '#NdpNs', '#NovaScotia', '#NovaScotiaElection', '#PcNs', '#Vote', 'https://t.co/lJ5ImIyxce']",0
24627,"['European', 'Commission', 'disburses', '€', '9', 'billion', 'pre-financing', 'Spain', 'https://t.co/10HF1IRsIt', '#Politics', 'https://t.co/eQQT8822Zi', '#European', '#Commission', '#disburses', '#', '€', '9', '#billion', '#in', '#pre-financing', '#to', '#Spain', '#', '143']",0
24628,"['Removing', 'halo', 'second', '~', 'dare', 'called', 'real', 'news', 'ppl', ',', 'democrats', ',', 'unions', ',', 'etc', '.', 'rush', 'make', '#CuomoResign', '&', 'also', 'confess', ',', 'apologize', 'things', 'u', 'kiss', ""Putin's"", 'puppets', 'rears', '.', '11', 'brave', 'women', '?', 'political', 'hit', '!', 'opinion', '.', '#Politics', 'https://t.co/Lom8QuQtfH', 'https://t.co/IGJJXi9Qx5']",0
24629,"['Grassroot', 'Democracy', 'Party', 'supports', '#NGO', 'statement', 'proposal', 'Free', 'Fair', '#Elections', '...', '#RFAKhmer', '#Politics', '#GDP']",0
24630,"['Scotland', 'lift', 'almost', 'COVID', '-', '19', 'restrictions', 'next', 'week', 'https://t.co/zIdMDbseLX', '#Politics', 'https://t.co/eQQT8822Zi', '#Scotland', '#to', '#lift', '#almost', '#all', '#COVID-19', '#restrictions', '#next', '#week', '#', '905']",0
24631,"['promise', 'keep', 'pushing', '“', 'Build', 'Back', 'Better', '”', 'insanity', '.', '?', '.', '?', 'Psychopaths', '...', '#politics', '#socialcreditscore', '#COVID19', 'https://t.co/QxLJDQGNC9']",0
24632,"['Arizona', 'State', 'Senator', 'Arrested', 'Child', 'Sexual', 'Abuse', 'Charges', 'https://t.co/tJ5qWGL4Em', '#Arizona', '#Pedophilia', '#Politics', '#sexualabuseallegations', 'https://t.co/9E3SdaaBg6']",0
24642,"['Via', '@RawStory', ':', 'Merrick', 'Garland', 'gets', 'warned', 'making', ""'"", 'gross', 'error', ""'"", 'would', 'invite', ""'"", 'future', 'insurrections', ""'"", 'https://t.co/nxq1OvelKB', '|', '#politics', '#trump', '#corruption']",0
24644,"['Side', 'side', 'comparison', 'news', '.', 'Comment', 'overt', 'bias', 'under-reporting', '.', 'Share', 'support', 'informed', 'democracy', '.', '#news', '#politics', '#media', '#msnbc', '#cnn', '#fox', '-', ':', 'https://t.co/OCTLN0v95U', 'https://t.co/GStE9j0rut']",0
24646,"['#BreakingNewsPolitics', '#Politics', '#DonaldTrump', '#PaulManafort', 'Trump', 'friend', 'Tom', 'Barrack', 'says', ""'"", '100', '%', 'innocent', ""'"", 'illegal', 'lobbying', 'United', 'Arab', 'Emirates', '-', 'CNBC', 'https://t.co/uUYxFc9v42']",0
24648,"['Ban', 'Fox', 'News', 'Cable', 'Television', 'https://t.co/dcs2ZoKOEv', '#crowdpac', '#politics', '#political', 'crowdfunding', 'via', '@crowdpac']",0
24649,"['Since', '1978', ',', 'CEO', 'Pay', 'Risen', '1,322', '%', '.', 'Typical', 'Worker', 'Pay', '?', '18', '%', '|', '""', 'economy', 'would', 'suffer', 'harm', 'CEOs', 'paid', 'less', '(', 'taxed', ')', '.', '""', 'https://t.co/NjjGOPPLmd', '#leftwing', '#rightwing', '#trump', '#politics', '#conservative', '#republican', '#maga', '#liberal', '#leftist', '#feminism', '#ant', '…', 'https://t.co/gE7MQdR2ve']",0
24651,"['poll', 'also', 'found', 'Canadians', 'confident', 'Liberals', 'tackle', 'big', 'issues', 'like', 'cost', 'living', ',', 'economy', 'healthcare', '#rippel', '#rippelapp', '#canada', '#politics', '#Liberal', 'https://t.co/2Ac60s1jr7']",0
24653,"['Via', '@RawStory', ':', 'New', 'report', 'unveils', 'truth', ""Trump's"", 'Arizona', 'loss', '—', ""'"", 'hoax', ""'"", 'audit', 'threat', 'https://t.co/A7buKQLBix', '|', '#politics', '#trump', '#corruption']",0
24654,"['think', 'Liberal', 'Democrats', 'touch', 'touch', 'voters', '?', '#LiberalDemocrats', '#Politics', '#Government', '#Twitter', '#Polls']",0
24656,"['Scottish', 'Greens', 'close', 'deal', 'enter', 'government', 'first', 'time', 'UK', 'history', '|', 'UK', 'News', '#NewsUpdate', '#News', '#BreakingNews', '#Breaking', '#news', '#Business', '#Politics', '#Science', '#Technology', '#World', '#follow', '#Follow', '#followus', '#followme', '#retweet', '#Retweeet', '#Retweet', 'https://t.co/dUr6wr441x']",0
24657,"['@voimaoy', 'explaining', 'Jim', 'Crow', 'freshman', 'students', 'gulf', 'cries', 'cicadas', 'Laurence', 'Stacey', 'https://t.co/HnQgM8MgDd', '#tanka', '#poetry', '#micropoetry', '#poem', '#AntiBlackRacism', '#BlackLivesMatter', '#History', '#USAHistory', '#Politics', '#USAPolitics', '#PoliticsToday', '#Racism']",0
24661,"['#Palestine', '#FreePalestine', '#Politics', '#Government', '—', '>', '“', 'Israeli', 'forces', 'carried', 'attacks', 'Gaza', 'May', 'devastated', 'entire', 'families', 'without', 'apparent', 'military', 'target', 'nearby', '.', '""', 'https://t.co/RCfgoYZznM', 'via', '@commondreams']",0
24664,"['Top', 'Republicans', 'differ', 'strategy', 'handle', 'debt', 'limit', 'deadline', ':', 'Demand', 'reforms', 'say', '?', 'https://t.co/aqnhUruPLP', '-', '@politic_talks', '#Politics', '#Political']",0
24675,"['Far', ':', 'political', 'parties', 'go', 'extremes', '#News', '#Politics', '#Washington', '#DC', 'https://t.co/9mDVEk0xJg']",0
24680,"['inconvenient', 'truth', '.', '#COVID19', '#COVID', '#mask', '#CommonSense', '#politics', 'https://t.co/mVXbRzxOjN']",0
24686,"['Via', '@RawStory', ':', 'Jim', 'Jordan', ""'"", 'may', 'well', 'material', 'witness', ""'"", 'Jan', '6', '.', 'House', 'committee', 'https://t.co/qjmM9vvyGr', '|', '#politics', '#trump', '#corruption']",0
24687,"['Japan', 'protests', 'Russia', '’', 'drills', 'Kuril', 'Islands', 'https://t.co/toDGhpLDM7', '-', '@politic_talks', '#politics', '#politic']",0
24690,"['@ANI', 'otherwise', 'instincts', 'girls', '/', 'women', 'molestation', 'would', 'join', 'Politics', 'rather', 'sitting', 'IPS', ',', 'IAS', ',', 'Civil', 'services', 'Government', 'jobs', '.', 'bottom', 'line', '.', '#Politics', '#JanAshirwadYatra', '#RajyaSabha', '#education', '#TNAssembly', '#DivyaAgarwal']",0
24693,"[""Can't"", 'Mainstream', 'Media', '!', '#FreePress', '#freedom', '#news', '#MSM', '#communism', '#activism', '#politics', 'https://t.co/K8bwPUGaEw']",0
24694,"['British', 'aristrocracy', 'know', 'Brazil', 'better', 'economists', 'intellectuals', '.', 'absolutely', 'sure', 'Lula', 'next', 'Brazilian', 'president', '#Brazil', '#Elections', '#politics', '#Investiments']",0
24695,"['Andrew', 'Cuomo', 'resigns', 'amid', 'sexual', 'harassment', 'scandal', '(', 'Politico', 'PRO', ')', 'New', 'York', 'Gov', '.', 'Andrew', 'Cuomo', 'speaks', 'news', 'conference', 'New', ""York's"", 'Yankee', 'Stadium', '.', '|', 'Ri', '...', 'Add', 'highlights', ':', 'https://t.co/VCM0JxN3vf', '#europe', '#politics', '#', '...']",0
24696,"['Germany', 'charge', 'unvaccinated', 'people', 'coronavirus', 'tests', 'https://t.co/3ATfhDy6cx', '#Politics', 'https://t.co/eQQT8822Zi', '#Germany', '#to', '#charge', '#unvaccinated', '#people', '#for', '#coronavirus', '#tests', '#', '938']",0
24701,"['Via', '@RawStory', ':', 'Trump', '2020', 'praised', 'Taliban', 'future', 'counterterrorism', 'partner', ':', '‘', 'killing', 'bad', 'people', '’', 'https://t.co/mHhbtrJm4x', '|', '#politics', '#trump', '#corruption']",0
24705,"['Hey', '!', ""Here's"", 'post', 'missed', '.', 'Go', 'read', '...', '""', 'Medicare', 'Best', 'Solution', '.', '""', 'https://t.co/3oemmMggjc', '#MedicareForAll', '#Healthcare', '#Politics']",0
24706,"['Governor', 'DeSantis', ':', 'Florida', 'parents', 'free', 'choose', 'masks', 'https://t.co/cOh4FgNV9Z', '#Politics', 'https://t.co/eQQT8822Zi', '#Governor', '#DeSantis', '#zamjenska', '#Florida', '#parents', '#free', '#to', '#choose', '#masks', '#or', '#not', '#', '237']",0
24710,"['@bullshitjobs', '@mikeltwi123', '@nfdampf', 'makes', 'sense', '?', 'Scold', 'politicians', '?', 'demonstrate', '?', 'Vote', 'protest', 'party', '?', 'Trying', 'cure', 'symptom', 'NGO', '?', 'maybe', '?', 'https://t.co/D0CPNiGK97', '#Freedom', '#peace', '#future', '#sustainability', '#poverty', '#justice', '#environment', '#government', '#Politics', '#ClimateActionNow']",0
24713,"['politician', 'starts', 'saying', '“', 'everyone', 'must', '”', ',', 'ignore', 'everything', '.', '#Politics', '#COVID19', '#vaccines']",0
24714,"['Senator', 'Manchin', 'Urges', 'Fed', 'Immediately', 'Taper', 'Halt', 'Inflation', 'Avoid', 'Tax', 'Hikes', 'https://t.co/aAySqTEgNX', '#politics', '#political', '#economy']",0
24720,"['Via', '@RawStory', ':', 'Republicans', 'adopted', 'destructive', 'new', 'ideology', '-', '-', 'longer', 'considered', ""'"", 'conservatives', ""'"", ':', 'columnist', 'https://t.co/dnggrjix1r', '|', '#politics', '#trump', '#corruption']",0
24723,"['black', ',', 'already', 'prison', '!', 'Boebert', 'pushed', 'loosen', 'drilling', 'rules', '.', 'failed', 'disclose', 'husband', '’', 'income', 'energy', 'consulting', '.', 'https://t.co/3IA6uwP2Kf', '#politics', '#feedly']",0
24724,"['#Haiti', '#Earthquake', '#Politics', '#Government', '—', '>', ""Haiti's"", 'Political', 'Unrest', 'Troubled', 'History', 'May', 'Slow', 'Aid', 'Earthquake', 'Victims', 'https://t.co/uRWjwl1ydl']",0
24728,"['Side', 'side', 'comparison', 'news', '.', 'Comment', 'overt', 'bias', 'under-reporting', '.', 'Share', 'support', 'informed', 'democracy', '.', '#news', '#politics', '#media', '#msnbc', '#cnn', '#fox', '-', ':', 'https://t.co/OCTLN0v95U', 'https://t.co/6jUrf2OQZc']",0
24729,"['#Politics', '#RodrigoDuterte', 'Philippine', 'President', 'Rodrigo', 'Duterte', ',', 'always', 'media', ',', 'told', 'increase', 'salary', '.', 'https://t.co/QzNuNvuitg', 'https://t.co/HF2RzejiF5']",0
24731,"['@IamMaahi01', '@varshaparmar6', 'Yes', 'Question', 'remains', '...', '#Govt', '#BJP', '...', 'seriously', '#Politics', 'bad', '🙏', '#SSRians', 'support', '#always', 'https://t.co/HHxjSbnOUu']",0
24732,"['Round', '’', 'em', ':', 'Texas', 'Supreme', 'Court', 'allows', 'arrest', 'Democrats', '…', '-', '#news', '#politics', '-', 'https://t.co/uJlgw8CuUt']",0
24733,"['@disclosetv', 'Coincidence', '?', '""', '#politics', ',', '#TIMING', 'everything', '.', '""', '-', 'U', '.', '.', 'Justice', 'Department', 'dropped', 'cases', 'five', 'visiting', 'researchers', 'accused', 'hiding', 'affiliations', 'China', '’', 'military', '""', 'FBI', 'analysts', 'casting', 'doubt', 'value', 'cases', '""', '(', 'WSJ', ')']",0
24735,"['Low', 'primary', 'turnout', 'spring', 'elections', 'prompted', 'move', 'late', 'summer', '.', 'Analysis', 'shows', 'little', 'increase', 'votes', '.', '-', 'Leavenworth', 'Times', 'https://t.co/um3UTbhJcW', '#2020Elections', '#Elections', '#Politics', '#GeneralElection']",0
24736,"['Bankism', '-', 'Governments', 'structured', 'taxes', ',', 'politicians', 'laws', '...', '#Macroeconomics', '#Banks', '#Government', '#Politics', '#Capitalism', 'https://t.co/45UsoLXVST']",0
24739,"['Colorado', 'seeks', '$', '116', 'million', 'federal', 'emergency', 'aid', 'rebuild', '-', '70', 'Glenwood', 'Canyon', 'https://t.co/N8DcJSV91e', '#Politics', 'https://t.co/eQQT8822Zi', '#Colorado', '#seeks', '#', '$', '116', '#million', '#in', '#federal', '#emergency', '#aid', '#to', '#rebuild', '#I-70', '#in', '#Glenwood', '#Canyon', '#', '568']",0
24742,"['Billionaire', 'Charles', 'Koch', 'recently', 'admitted', 'mistake', 'fund', 'propaganda', 'helped', 'establish', 'enormous', 'gulf', 'bitter', 'dissension', 'Republicans', 'Democrats', '.', 'Read', '👉', 'https://t.co/t01xrbTo9V', '#politics', '#money', '#society', '#Medium', 'https://t.co/qPvwRlqGSW']",0
24744,"['many', 'politicians', 'sides', 'busy', 'keeping', 'jobs', 'versus', 'jobs', '.', 'end', '.', '#politics', '#DoTheRightThing', '#Democrats', '#Republicans']",0
24745,"['Biden', 'administration', 'proposes', ""'"", 'first', ""'"", 'set', 'Buy', 'American', 'rule', 'changes', '|', 'Washington', 'Examiner', '#uspoliticalnews', '#politics', '#usnews', '#news', 'https://t.co/iLULFX3Jfr']",0
24746,"['Big', 'oil', 'goes', 'big', 'wind', 'solar', '.', 'Seeing', 'writing', 'wall', '.', 'pipelines', 'high', 'lines', '.', '#politics', 'https://t.co/Ib085NOaxS']",0
24750,"['blindness', 'getting', 'even', ',', 'message', 'harmony', 'getting', 'lost', '.', 'need', 'projects', '.', 'Development', '.', 'Justice', 'Women', 'rights', '.', 'revenge', '.', '#Politics', '#Pakistan']",0
24754,"['""', '!', '""', 'Well', 'yes', ',', 'many', 'thousands', '/', 'millions', 'us', 'could', '.', 'However', ',', 'bit', 'problem', 'many', ""'"", 'Chiefs', ""'"", 'enough', ""'"", 'Indians', ""'"", '.', 'everyone', 'want', 'limelight', ',', 'Founding', 'Father', ',', 'seek', 'status', '&', 'recognition', '&', 'make', 'money', '#politics', '?']",0
24756,"['UK', 'launches', '$', '1', 'billion', 'COVID', '-', '19', 'insurance', 'scheme', 'live', 'events', 'https://t.co/42JkKPkGoy', '#Politics', 'https://t.co/eQQT8822Zi', '#UK', '#launches', '#', '$', '1', '#billion', '#COVID-19', '#insurance', '#scheme', '#for', '#live', '#events', '#', '478']",0
24757,"['US', 'House', 'Majority', 'Leader', 'Hoyer', ':', 'House', 'return', 'August', '23', 'Senate', 'passes', 'budget', '@anilpanchal7', 'https://t.co/9BY4zocpMH', '#UnitedStates', '#Politics', '#FiscalPolicy', '#NewsTrading', '#RiskAppetite']",0
24759,"['#DidYouKnow', '?', 'state', 'seen', 'President', 'Rule', '9', 'times', ',', 'BSP', 'leader', '@Mayawati', 'first', 'Chief', 'Minister', 'complete', 'full', 'term', 'tenure', '2007', '2012', '.', '#UttarPradesh', '#Politics', 'https://t.co/5gTF0TwIlQ']",0
24762,"['#NewsBreak', '#China', 'sentences', '#Canadian', '11', 'years', 'case', 'tied', '#Huawei', '#pakustv', '#NYC', '#Politics', '#Beijing', '#Spavor', '#spying', 'https://t.co/J4iAuZhLto']",0
24764,"['Libya', 'reopen', 'border', 'crossing', ',', 'resume', 'flights', 'Tunisia', 'https://t.co/Rto0DZeVb3', '#Politics', 'https://t.co/eQQT8822Zi', '#Libya', '#to', '#reopen', '#border', '#crossing', '#resume', '#flights', '#with', '#Tunisia', '#', '162']",0
24767,"['Via', '@RawStory', ':', 'Minnesota', 'Home', 'Depot', 'threatened', 'workers', 'supporting', 'Black', 'Lives', 'Matter', ':', 'labor', 'board', 'https://t.co/ewrqZ6oEJj', '|', '#politics', '#trump', '#corruption']",0
24768,"['Mitt', 'Romney', 'GOES', 'FLAMES', 'Amendment', 'Keep', 'Billionaire', 'Taxes', 'Low', 'Joe', ""Biden's"", 'Budget', '#Democrat', '#JoeBiden', '#Infrastructure', '#ChildTaxCredit', '#Biden', '#InfrastructureBill', '#News', '#Politics', '#Progressive', 'https://t.co/fkSnSdu4Vb']",0
24774,"['Via', '@RawStory', ':', 'GOP', 'lawmaker', 'fire', 'employing', 'analyst', 'advocating', ""'"", 'hunting', ""'"", 'cops', 'federal', 'agents', ':', 'report', 'https://t.co/TNze0ZhwYk', '|', '#politics', '#trump', '#corruption']",0
24775,"['people', '#ResignBiden', 'think', 'gonna', 'snap', 'election', 'something', 'happened', '?', '#politics']",0
24776,"[""'"", 'glue', 'holding', 'us', 'together', ""'"", ':', 'Joe', 'Biden', 'rides', 'herd', 'Democrats', 'tough', '2022', 'election', 'cycle', '-', 'USA', 'TODAY', 'https://t.co/euCMsQa0si', '#2020Elections', '#Elections', '#Politics', '#GeneralElection']",0
24777,"['‼', '️According', 'social', 'media', 'users', '➡', '️', 'Ankvab', 'actively', 'recruiting', 'members', ""Bzhaniya's"", 'team', ',', 'latter', 'calls', 'opposition', 'help', 'getting', 'rid', 'PM', '.', '2/2', '#Abkhazia', '#Politics', '#Caucasus']",0
24779,"['2023', ':', 'Nigerians', 'Move', 'Third', 'Force', ',', 'Allege', 'PDP', ',', 'APC', 'Working', ':', 'https://t.co/tr284iQPHq', '#2023GeneralElections', '#APC', '#PDP', '#Politics', '#NigeriaNews', 'https://t.co/tr284iQPHq']",0
24782,"['extra', '£', '82m', 'government', 'funding', 'needed', 'end', 'rough', 'sleeping', 'next', 'three', 'years', ',', 'new', 'report', 'said', '.', 'think', 'current', 'government', 'end', 'rough', 'sleeping', 'three', 'years', '?', '#Conservatives', '#Politics']",0
24792,"['upon', 'time', ',', 'movement', 'see', '#BlackMen', 'move', 'forward', 'realms', '#politics', 'leadership', '.', ',', '#Women', '#homosexuals', '(', 'nothing', 'wrong', 'either', ')', '.', 'happened', '?']",0
24799,"['Eyeing', 'Assembly', 'election', 'next', 'year', ',', 'BJP', 'ally', 'Apna', 'Dal', 'demands', 'caste-based', 'census', 'across', 'country', 'ascertain', 'OBC', 'population', '#Politics']",0
24804,"['""', '#Politics', 'Today', 'News', ':', '#Republicans', 'Recast', 'Jan', '.', '6', 'Riot', 'Defendants', '‘', 'Political', 'Prisoners', '’', '#News', '""', ':', 'https://t.co/sloauWjszC']",0
24806,"['#Congress', 'high', 'command', 'take', 'final', 'call', 'Rajasthan', 'Cabinet', 'expansion', ':', 'Ashok', 'Gehlot', '#Rajasthan', '#Politics', '(', '@sharatjpr', ')', 'https://t.co/GipLgmk9Hd']",0
24808,"['2023', ':', 'Producing', 'Next', 'Governor', 'Priority', '—', 'Niger', 'PDP', ':', 'https://t.co/W9QbTabBRm', '#2023', '#NigerPDP', '#PDP', '#Politics', '#NigeriaNews', 'https://t.co/W9QbTabBRm']",0
24809,"['Britons', 'double-jabbed', 'abroad', 'longer', 'required', 'quarantine', 'https://t.co/ctAnJhLT1D', '#Politics', 'https://t.co/eQQT8822Zi', '#Britons', '#double-jabbed', '#abroad', '#no', '#longer', '#required', '#to', '#quarantine', '#', '630']",0
24810,"['Via', '@RawStory', ':', ""'"", 'Killing', 'people', 'state', ""'"", ':', 'Ex-RNC', 'chair', 'demolishes', 'Ron', ""DeSantis's"", 'handling', 'Florida', 'COVID', 'surge', 'https://t.co/DpjdEuNqvJ', '|', '#politics', '#trump', '#corruption']",0
24813,"['Twitter', 'Suspends', 'Marjorie', 'Taylor', 'Greene', '—', 'Saying', 'FDA', 'Approve', 'COVID', 'Vaccines', '#News', '#Politics', 'https://t.co/RLVr0oAX5m']",0
24815,"['-', 'experts', 'showing', 'ballot', 'recount', 'tracking', '""', 'closely', '""', 'Maricopa', ""County's"", 'certified', 'results', '.', 'Yup', 'USA', 'knows', 'count', 'votes', '240', '+', 'years', '.', '#politics']",0
24816,"['Trending', ':', '""', 'Changing', 'International', 'Order', '?', 'Implications', 'Security', 'Environment', '""', 'https://t.co/8EROjcx0XZ…', '#KingstonConferenceonInternationalSecurity', '#ChangingWorldOrder', '#Politics', '#security']",0
24817,"['#NewYork', '#Politics', '#Government', '#SexualHarassment', '@nytimes', '@NYGovCuomo', '—', '>', 'New', 'York', 'Times', 'calls', 'Cuomo', 'resign', 'https://t.co/BB7pObsKHK']",0
24825,"['Side', 'side', 'comparison', 'news', '.', 'Comment', 'overt', 'bias', 'under-reporting', '.', 'Share', 'support', 'informed', 'democracy', '.', '#news', '#politics', '#media', '#msnbc', '#cnn', '#fox', '-', ':', 'https://t.co/OCTLN0v95U', 'https://t.co/vMu9i2DaB5']",0
24827,"['[', '2', ']', '.\n.', 'Killed', 'botch', 'raid', ',', 'former', 'aide', 'Almas', 'Zahid', ',', 'presidential', 'adviser', ':', '“', 'area', '.', 'One', 'old', 'killed', 'bodyguard', '20', 'years', 'ago', '”', '.\n.', '#News', ',', '#Politics', ',', '#World', ',', '#Afghanistan']",0
24834,"['’', 'willing', 'take', 'another', 'decade', 'oligarchy', ',', '?', 'https://t.co/1u3tW98CE6', '#leftwing', '#rightwing', '#trump', '#politics', '#conservative', '#republican', '#maga', '#liberal', '#leftist', '#feminism', '#antifa', '#political', '#donaldtrump', '#democrats', 'https://t.co/944gmjbwb2']",0
24839,"['Haiti', 'reels', 'earthquake', 'deals', 'discord', ',', 'leader', 'expects', 'election', 'delay', '-', 'Seattle', 'Times', 'https://t.co/r1t67IIQLD', '#2020Elections', '#Elections', '#Politics', '#GeneralElection']",0
24841,"['Via', '@RawStory', ':', 'Fox', 'News', ""'"", 'attempted', 'sabotage', ""Biden's"", 'vaccine', 'rollout', 'massively', 'backfiring', 'https://t.co/32CuszR6Q9', '|', '#politics', '#trump', '#corruption']",0
24849,"['Someone', 'worked', 'census', 'release', 'work-in-progress', 'dataset', 'Caste', 'Census', '2011', '.', 'clean', '.', 'Use', '@wikileaks', 'similar', 'tools', '!', '@Profdilipmandal', '#CasteSystem', '#India', '#publicpolicy', '#law', '#state', '#Politics', '#politicalscience', '#discrimination', '#affirmation']",0
24850,"['Legality', 'eviction', 'ban', 'extension', 'question', ',', 'landlord', 'speaks', 'lost', 'funds', 'renters', 'federal', 'govt', '.', 'https://t.co/DUYtAhbts6', '-', '@politic_talks', '#politics', '#politic']",0
24856,"['hear', 'Republican', 'say', '""', 'pro', 'life', '""', ',', ""what's"", 'first', 'thing', 'think', '?', '#Democrats', '#VoterSuppression', '#Politics']",0
24858,"['Whitmer', 'fundraising', 'letter', 'warns', '2022', 'DeVos', 'challenge', '’', 'exist', ':', 'report', 'https://t.co/dfhnRRK28X', '-', '@politic_talks', '#Politics', '#Political']",0
24861,"['RED', 'ALERT', ':', '’', 'finally', 'admitting', 'vaccine', 'total', 'failure', '…', 'herd', 'immunity', 'POSSIBLE', '[', 'Video', ']', '…', '-', '#news', '#politics', '-', 'https://t.co/JoDx6SRgDW']",0
24878,"['Malaysia', 'PM', 'set', 'quit', 'clear', 'successor', 'line', 'https://t.co/tC3KuyoJhw', '#Politics', '#Malaysia']",0
24880,"['@dem_cath', 'hope', 'newspaper', 'uses', 'headline', '-', 'WALLY', 'BROLLY', '!', '-', 'otherwise', 'opportunity', 'missed', '.', '#BorisJohnsonOut', '#borisjohnson', '#politics']",0
24882,"['Side', 'side', 'comparison', 'news', '.', 'Comment', 'overt', 'bias', 'under-reporting', '.', 'Share', 'support', 'informed', 'democracy', '.', '#news', '#politics', '#media', '#msnbc', '#cnn', '#fox', '-', ':', 'https://t.co/OCTLN0v95U', 'https://t.co/pLg5solf1t']",0
24886,"['WAPO', 'turns', '@JoeBiden', '#politics', 'https://t.co/ygruM9sYea']",0
24889,"['Via', '@RawStory', ':', 'Criminal', 'probes', 'launched', 'New', ""York's"", 'isolated', 'Cuomo', 'https://t.co/SIRxu3b5mS', '|', '#politics', '#trump', '#corruption']",0
24890,"['@GovRonDeSantis', '#AKAWho', '.', 'feel', 'causing', 'deaths', 'constituents', 'name', '#Power', '&', '#politics', '?', '@RepCharlieCrist', 'https://t.co/mVCQivm13z', 'Hospitalizations', 'increased', 'record-breaking', 'levels', 'six', 'consecutive', 'days', ',', 'according', 'DHHS']",0
24891,"['Zeldin', 'ties', 'Hochul', ""Cuomo's"", ""'"", 'disgraceful', 'legacy', ""'"", 'potential', ""'"", '22', 'NY', 'gubernatorial', 'election', 'preview', 'https://t.co/8PXy38rG0q', '-', '@politic_talks', '#Politics', '#Political']",0
24893,"['Canadians', 'said', 'want', 'election', '...', 'Trudeau', 'called', 'election', '...', '...', '""', 'right', 'thing', '""', '😂', '😂', 'must', 'toss', 'Liberals', 'power', ':', 'https://t.co/XTTYNQ4JZf', 'via', '@YouTube', '#Values', '#Laws', '#Ideology', '#Freedom', '#Beliefs', '#Politics']",0
24897,"['Via', '@NatioinalMemo', ':', 'Corporations', 'Leading', 'Vaccine', 'Mandates', 'https://t.co/C7cHVtknz3', '|', 'Via', '@JoeConason', '#politics', '#trump', '#nationalsecurity']",0
24898,"['Trump', 'fight', 'release', 'tax', 'returns', '…', '-', '#news', '#politics', '-', 'https://t.co/wAQ7gM9s7f']",0
24900,"['Look', '@google', 'PC', '...', '#covid', '#wokaholic', '#politics', '#VoterSuppression', 'https://t.co/vvVdiIdRTt']",0
24901,"['Trump', 'Asked', 'Attorney', 'General', 'Declare', '2020', 'Election', 'Corrupt', '‘', 'Leave', 'Rest', ',', '’', 'Notes', 'Show', '.', 'https://t.co/ywOQyZMP7A', '.', '#voteourvoice', ',', '#wearedemocracy', ',', '#protest', ',', '#uspolitics', ',', '#democrat', ',', '#republican', ',', '#Politics', ',', '#MakePoliticiansAccountable', ',', '#PoliticalTransperancy', ',']",0
24903,"['#BarackObama', 'paved', 'way', 'community', 'activists', ',', 'like', ',', 'initially', 'skeptical', 'politics', 'organizer', 'switched', 'gears', 'believe', '#politics', 'federal', 'level', 'significant', 'change', 'happen', 'community', '.']",0
24904,"['West', 'Bengal', ':', 'TMC', 'move', 'Supreme', 'Court', 'challenge', 'HC', 'order', ',', 'India', ""Today's"", '@prema_rajaram', 'shares', 'details', '#WestBengal', '#Politics', '#Kolkata', 'https://t.co/Fj5JMWOuS3']",0
24907,"['Politicians', 'tried', 'make', '#COVID19', 'pandemic', 'political', '.', 'reminder', ':', 'virus', '’', 'give', 'crap', 'political', 'spectrum', '#politics']",0
24908,"['typical', 'democracy', 'enherited', '#SouthAfrica', '#Palierment', '#politics', 'https://t.co/uGSnMNZm5L']",0
24909,"['#Crime', '#Politics', '#Bitcoin', '#UnitedStates', 'IRS', 'seized', '$', '1.2', 'billion', 'worth', 'cryptocurrency', 'fiscal', 'year', '–', ""here's"", 'happens', '-', 'CNBC', 'https://t.co/VWK8fIrRYC']",0
24914,"['BREAKING', ':', 'Wike', 'makes', 'surprise', 'appearance', 'PDP', 'BoT', 'meeting', '#Politics', '#PdpBotMeeting', 'https://t.co/y7chFThqOp']",0
24921,"['Texas', 'Democrats', 'continue', 'holdout', ',', '’', 'show', 'new', 'session', '#Georgia', '#Texas', '#Arizona', '#Court', '#StateLaws', '#Politics', '#VoterSuppression', '#GOP', '#Senate', '#VotingRestrictions', '#JoeBiden', '#StaceyAbrams', '#VotingRights', '#2020Elections', '#HR1', '#DOJ', 'https://t.co/nB2tu88t52']",0
24924,"['#Google', '#Apple', 'Downplay', 'Possible', 'Election', 'Threat', 'Identified', '#Covid-19', 'Tracing', 'Software', '.', '(', 'Forbes', ')', '#Technology', '#Politics', 'https://t.co/3V8hFCBGla', 'https://t.co/pbPpWFu9QP']",0
